scale,metric,direction,unit,arm_a,arm_b,side_a,side_b,n,raw_delta_a_minus_b,raw_ci_lo,raw_ci_hi,a_advantage,a_adv_ci_lo,a_adv_ci_hi,separated,p_value,source
POC-2B,tov,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.00589,-0.010274,-0.001507,-0.00589,-0.010274,-0.001507,True,0.0092,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.008767,-0.013288,-0.004384,-0.008767,-0.013288,-0.004384,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.00137,-0.002055,0.004932,0.00137,-0.002055,0.004932,False,0.4668,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_intervene_encoder,OURS,OURS,1825,-0.000274,-0.004658,0.00411,-0.000274,-0.004658,0.00411,False,0.9416,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,0.001644,-0.002466,0.00589,0.001644,-0.002466,0.00589,False,0.4574,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.013425,0.008219,0.018493,0.013425,0.008219,0.018493,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.002466,-0.002431,0.007397,0.002466,-0.002431,0.007397,False,0.333,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_autorgn_encoder,OURS,COMP,1825,0.0,-0.004658,0.004384,0.0,-0.004658,0.004384,False,1.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,-0.003425,-0.007397,0.000822,-0.003425,-0.007397,0.000822,False,0.1144,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.006712,-0.011233,-0.002192,-0.006712,-0.011233,-0.002192,True,0.0028,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.009589,-0.013836,-0.005205,-0.009589,-0.013836,-0.005205,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.000548,-0.003288,0.004247,0.000548,-0.003288,0.004247,False,0.7962,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,0.001918,-0.001918,0.005753,0.001918,-0.001918,0.005753,False,0.3438,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.013699,0.009178,0.018219,0.013699,0.009178,0.018219,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.00274,-0.001096,0.006575,0.00274,-0.001096,0.006575,False,0.1734,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_autorgn_encoder,OURS,COMP,1825,0.000274,-0.003973,0.004521,0.000274,-0.003973,0.004521,False,0.9296,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,-0.003151,-0.00726,0.000822,-0.003151,-0.00726,0.000822,False,0.133,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.006438,-0.010548,-0.002192,-0.006438,-0.010548,-0.002192,True,0.0018,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.009315,-0.013836,-0.004795,-0.009315,-0.013836,-0.004795,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.000822,-0.003014,0.004658,0.000822,-0.003014,0.004658,False,0.7134,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.011781,0.006849,0.016575,0.011781,0.006849,0.016575,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.000822,-0.003562,0.005342,0.000822,-0.003562,0.005342,False,0.7514,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.001644,-0.006027,0.002603,-0.001644,-0.006027,0.002603,False,0.4734,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,-0.005068,-0.008767,-0.001507,-0.005068,-0.008767,-0.001507,True,0.0046,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.008356,-0.01274,-0.004247,-0.008356,-0.01274,-0.004247,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.011233,-0.015753,-0.006849,-0.011233,-0.015753,-0.006849,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.001096,-0.005205,0.003014,-0.001096,-0.005205,0.003014,False,0.615,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,-0.010959,-0.015479,-0.006575,-0.010959,-0.015479,-0.006575,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.013425,-0.018356,-0.008356,-0.013425,-0.018356,-0.008356,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,-0.016849,-0.021918,-0.011781,-0.016849,-0.021918,-0.011781,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.020137,-0.024795,-0.015479,-0.020137,-0.024795,-0.015479,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.023014,-0.02863,-0.01767,-0.023014,-0.02863,-0.01767,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.012877,-0.017945,-0.007671,-0.012877,-0.017945,-0.007671,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.002466,-0.00726,0.002466,-0.002466,-0.00726,0.002466,False,0.3198,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,-0.00589,-0.01,-0.001644,-0.00589,-0.01,-0.001644,True,0.0072,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.009178,-0.013014,-0.005479,-0.009178,-0.013014,-0.005479,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.012055,-0.016712,-0.007671,-0.012055,-0.016712,-0.007671,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.001918,-0.006575,0.003014,-0.001918,-0.006575,0.003014,False,0.4536,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,-0.003425,-0.007808,0.001096,-0.003425,-0.007808,0.001096,False,0.1412,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,-0.006712,-0.01137,-0.002055,-0.006712,-0.01137,-0.002055,True,0.0044,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.009589,-0.014247,-0.004795,-0.009589,-0.014247,-0.004795,True,0.0004,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_autorgn_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.000548,-0.003425,0.004521,0.000548,-0.003425,0.004521,False,0.8198,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_intervene_wiseft_f30_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,-0.003288,-0.006849,0.000274,-0.003288,-0.006849,0.000274,False,0.075,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_intervene_wiseft_f30_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.006164,-0.009726,-0.002329,-0.006164,-0.009726,-0.002329,True,0.001,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_intervene_wiseft_f30_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.003973,-0.000137,0.008219,0.003973,-0.000137,0.008219,False,0.0616,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_intervene_wiseft_f50_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,-0.002877,-0.006575,0.000685,-0.002877,-0.006575,0.000685,False,0.1342,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_intervene_wiseft_f50_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.00726,0.002877,0.011918,0.00726,0.002877,0.011918,True,0.0018,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,tov,higher,raw,surgical_intervene_wiseft_f70_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.010137,0.005616,0.014658,0.010137,0.005616,0.014658,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::tov
POC-2B,pace,higher,raw,frozen,full_ft_encoder,REF,COMP,1825,0.023744,0.013881,0.03379,0.023744,0.013881,0.03379,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,lpft_encoder,REF,COMP,1825,0.033242,0.023379,0.043105,0.033242,0.023379,0.043105,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,peft_dora_encoder,REF,COMP,1825,0.023562,0.012968,0.034155,0.023562,0.012968,0.034155,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,peft_lora_encoder,REF,COMP,1825,0.016804,0.007306,0.026484,0.016804,0.007306,0.026484,True,0.0006,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,pretrain_encoder,REF,COMP,1825,0.00968,0.000183,0.019178,0.00968,0.000183,0.019178,True,0.0454,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgery_raw_encoder,REF,OURS,1825,0.010594,0.001461,0.019543,0.010594,0.001461,0.019543,True,0.0218,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_3stage_DI_diheavy_encoder,REF,OURS,1825,0.021735,0.012055,0.031416,0.021735,0.012055,0.031416,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_3stage_DI_encoder,REF,OURS,1825,0.010228,0.000731,0.019909,0.010228,0.000731,0.019909,True,0.0342,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_3stage_DI_intervene_encoder,REF,OURS,1825,0.011689,0.00274,0.021005,0.011689,0.00274,0.021005,True,0.0144,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_3stage_DI_replay25_encoder,REF,OURS,1825,0.017169,0.007854,0.026484,0.017169,0.007854,0.026484,True,0.0004,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_3stage_DI_tccaux_encoder,REF,OURS,1825,0.023927,0.014429,0.033425,0.023927,0.014429,0.033425,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_3stage_DI_wiseft_encoder,REF,OURS,1825,0.03726,0.027032,0.047671,0.03726,0.027032,0.047671,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_autorgn_encoder,REF,COMP,1825,0.018813,0.00895,0.028493,0.018813,0.00895,0.028493,True,0.0002,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_intervene_wiseft_f30_encoder,REF,OURS,1825,0.004932,-0.00347,0.013151,0.004932,-0.00347,0.013151,False,0.2464,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_intervene_wiseft_f50_encoder,REF,OURS,1825,0.01589,0.008219,0.02411,0.01589,0.008219,0.02411,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_intervene_wiseft_f70_encoder,REF,OURS,1825,0.013333,0.004932,0.021918,0.013333,0.004932,0.021918,True,0.0034,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,frozen,surgical_noDI_encoder,REF,OURS,1825,0.029041,0.019178,0.038904,0.029041,0.019178,0.038904,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,lpft_encoder,COMP,COMP,1825,0.009498,-0.0,0.019178,0.009498,-0.0,0.019178,False,0.0486,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,peft_dora_encoder,COMP,COMP,1825,-0.000183,-0.009315,0.00895,-0.000183,-0.009315,0.00895,False,0.985,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,peft_lora_encoder,COMP,COMP,1825,-0.006941,-0.016493,0.00274,-0.006941,-0.016493,0.00274,False,0.165,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,pretrain_encoder,COMP,COMP,1825,-0.014064,-0.023562,-0.004932,-0.014064,-0.023562,-0.004932,True,0.003,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.013151,-0.022283,-0.003981,-0.013151,-0.022283,-0.003981,True,0.006,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.002009,-0.011142,0.007123,-0.002009,-0.011142,0.007123,False,0.6908,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,-0.013516,-0.0221,-0.004749,-0.013516,-0.0221,-0.004749,True,0.0026,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.012055,-0.020457,-0.003653,-0.012055,-0.020457,-0.003653,True,0.0062,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,-0.006575,-0.015342,0.002192,-0.006575,-0.015342,0.002192,False,0.1544,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.000183,-0.009315,0.009315,0.000183,-0.009315,0.009315,False,0.9312,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.013516,0.004201,0.023379,0.013516,0.004201,0.023379,True,0.0052,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_autorgn_encoder,COMP,COMP,1825,-0.004932,-0.013699,0.003836,-0.004932,-0.013699,0.003836,False,0.286,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,-0.018813,-0.02758,-0.010228,-0.018813,-0.02758,-0.010228,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,-0.007854,-0.017534,0.001461,-0.007854,-0.017534,0.001461,False,0.1106,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.010411,-0.020639,0.0,-0.010411,-0.020639,0.0,False,0.051,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,full_ft_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.005297,-0.004201,0.014429,0.005297,-0.004201,0.014429,False,0.2516,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,peft_dora_encoder,COMP,COMP,1825,-0.00968,-0.01863,-0.000731,-0.00968,-0.01863,-0.000731,True,0.0356,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,peft_lora_encoder,COMP,COMP,1825,-0.016438,-0.026301,-0.006575,-0.016438,-0.026301,-0.006575,True,0.002,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,pretrain_encoder,COMP,COMP,1825,-0.023562,-0.031781,-0.01516,-0.023562,-0.031781,-0.01516,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.022648,-0.030685,-0.014612,-0.022648,-0.030685,-0.014612,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.011507,-0.018995,-0.004566,-0.011507,-0.018995,-0.004566,True,0.0022,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,-0.023014,-0.03105,-0.014247,-0.023014,-0.03105,-0.014247,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.021553,-0.030137,-0.012785,-0.021553,-0.030137,-0.012785,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,-0.016073,-0.025571,-0.006575,-0.016073,-0.025571,-0.006575,True,0.0008,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.009315,-0.017169,-0.001461,-0.009315,-0.017169,-0.001461,True,0.0222,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.004018,-0.005114,0.013151,0.004018,-0.005114,0.013151,False,0.3954,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_autorgn_encoder,COMP,COMP,1825,-0.014429,-0.02411,-0.004201,-0.014429,-0.02411,-0.004201,True,0.0044,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,-0.028311,-0.037078,-0.019543,-0.028311,-0.037078,-0.019543,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,-0.017352,-0.026849,-0.008219,-0.017352,-0.026849,-0.008219,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.019909,-0.03086,-0.00895,-0.019909,-0.03086,-0.00895,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,lpft_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.004201,-0.013333,0.005114,-0.004201,-0.013333,0.005114,False,0.3946,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,peft_lora_encoder,COMP,COMP,1825,-0.006758,-0.017352,0.004018,-0.006758,-0.017352,0.004018,False,0.234,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,pretrain_encoder,COMP,COMP,1825,-0.013881,-0.022831,-0.005297,-0.013881,-0.022831,-0.005297,True,0.001,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.012968,-0.021735,-0.004018,-0.012968,-0.021735,-0.004018,True,0.0034,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.001826,-0.010594,0.006575,-0.001826,-0.010594,0.006575,False,0.677,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,-0.013333,-0.021187,-0.005662,-0.013333,-0.021187,-0.005662,True,0.0008,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.011872,-0.020274,-0.00347,-0.011872,-0.020274,-0.00347,True,0.0058,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,-0.006393,-0.01589,0.003105,-0.006393,-0.01589,0.003105,False,0.207,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.000365,-0.008584,0.008767,0.000365,-0.008584,0.008767,False,0.9234,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.013699,0.005114,0.0221,0.013699,0.005114,0.0221,True,0.0016,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_autorgn_encoder,COMP,COMP,1825,-0.004749,-0.014977,0.005297,-0.004749,-0.014977,0.005297,False,0.3538,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,-0.01863,-0.027763,-0.009863,-0.01863,-0.027763,-0.009863,True,0.0,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,-0.007671,-0.017352,0.001644,-0.007671,-0.017352,0.001644,False,0.1156,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.010228,-0.022648,0.001826,-0.010228,-0.022648,0.001826,False,0.1024,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_dora_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.005479,-0.003105,0.014064,0.005479,-0.003105,0.014064,False,0.2106,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_lora_encoder,pretrain_encoder,COMP,COMP,1825,-0.007123,-0.016256,0.002192,-0.007123,-0.016256,0.002192,False,0.1328,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_lora_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.00621,-0.014247,0.001644,-0.00621,-0.014247,0.001644,False,0.1178,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_lora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.004932,-0.005114,0.014429,0.004932,-0.005114,0.014429,False,0.3292,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_lora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,-0.006575,-0.016438,0.002922,-0.006575,-0.016438,0.002922,False,0.187,encoder_temporal/encoder_temporal_per_variant.json::pace
POC-2B,pace,higher,raw,peft_lora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.005114,-0.013699,0.003836,-0.005114,-0.013699,0.003836,False,0.2538,encoder_temporal/encoder_temporal_per_variant.json::pace
